"","id","name","screen_name","Potential_Climate_Denial"
"1105",724627961509457920,"Brian Schatz","brianschatz","0"
"1106",723521326972063744,"Suzanne Bonamici","RepBonamici","0"
"1107",723614571978739712,"Sen. John Barrasso","SenJohnBarrasso","0"
"1108",723619381113151488,"Rep. Ed Perlmutter","RepPerlmutter","0"
"1109",726508444161810432,"Bernie Sanders","SenSanders","0"
"1110",727853024761282560,"Senator Ben Cardin","SenatorCardin","0"
"1111",745291628303179776,"Sheldon Whitehouse","SenWhitehouse","0"
"1112",750684755423817728,"Lloyd Doggett","RepLloydDoggett","0"
"1113",723574504698552320,"Rep Frederica Wilson","RepWilson","0"
"1114",727854701924884480,"Senator Ben Cardin","SenatorCardin","0"
"1115",735559546626842624,"Rep. Scott Peters","RepScottPeters","0"
"1116",720722040152526848,"Brian Babin","RepBrianBabin","0"
"1117",725672396531884032,"Rep. Alan Lowenthal","RepLowenthal","0"
"1118",748212632302260224,"Sheldon Whitehouse","SenWhitehouse","0"
"1119",743894575887093760,"Ed Markey","SenMarkey","0"
"1120",722802645623291904,"David Cicilline","RepCicilline","0"
"1121",723581403473043456,"Julia Brownley","JuliaBrownley26","0"
"1122",725425606092054528,"Rep. Doug Lamborn","RepDLamborn","0"
"1123",726880776768331776,"Sheldon Whitehouse","SenWhitehouse","0"
"1124",727616644969803776,"Senator Jeff Merkley","SenJeffMerkley","0"
"1125",737998408124903424,"Bernie Sanders","SenSanders","0"
"1126",722076783600918528,"Sen. Patrick Leahy","SenatorLeahy","0"
"1127",730476746118696960,"Paul Tonko","RepPaulTonko","0"
"1128",738095966113304576,"Governor Kate Brown","OregonGovBrown","0"
"1129",738138192730152960,"Governor Kate Brown","OregonGovBrown","0"
"1130",729715924132073472,"Rep. Carlos Curbelo","RepCurbelo","0"
"1131",720371210928787456,"Lloyd Doggett","RepLloydDoggett","0"
"1132",732230919831064576,"Paul Tonko","RepPaulTonko","0"
"1133",722964040792858624,"Adriano Espaillat","EspaillatNY","0"
"1134",723504006459318272,"Gerry Connolly","GerryConnolly","0"
"1135",739080826797891584,"Bernie Sanders","SenSanders","0"
"1136",747819409083883520,"Bernie Sanders","SenSanders","0"
"1137",748569606332293120,"Lamar Smith","LamarSmithTX21","0"
"1138",723657831191334912,"Rep. Steve Scalise","SteveScalise","0"
"1139",740563059933085696,"Chuck Schumer","SenSchumer","0"
"1140",748506019039481856,"Lloyd Doggett","RepLloydDoggett","0"
"1141",722860850344624128,"Sen. John Barrasso","SenJohnBarrasso","0"
"1142",727896896338006016,"Senator Dick Durbin","SenatorDurbin","0"
"1143",741639971661045760,"Rep. Ted Deutch","RepTedDeutch","0"
"1144",740532853549764608,"Bernie Sanders","SenSanders","0"
"1145",723542503799042048,"David E. Price","RepDavidEPrice","0"
"1146",722865939528724480,"Jim Langevin","JimLangevin","0"
"1147",733018603604344832,"Rep. Scott Peters","RepScottPeters","0"
"1148",722067830624165888,"Sen. Patrick Leahy","SenatorLeahy","0"
"1149",723521370592808960,"Jim Inhofe","JimInhofe","0"
"1150",725363501586366464,"Senator Dick Durbin","SenatorDurbin","1"
"1151",760857061798322176,"Jim Inhofe","JimInhofe","1"
"1152",771448933235187712,"Rep. Frank Pallone","FrankPallone","1"
"1153",754834811739668480,"Sheldon Whitehouse","SenWhitehouse","0"
"1154",761298548960980992,"Sen. Al Franken","SenFranken","0"
"1155",767831469872017408,"Sheldon Whitehouse","SenWhitehouse","0"
"1156",771079910626586624,"Sheldon Whitehouse","SenWhitehouse","0"
"1157",757207142596087808,"Dina Titus","repdinatitus","0"
"1158",781904694276923392,"Governor Kate Brown","OregonGovBrown","0"
"1159",751127605466791936,"Rep. Ted Deutch","RepTedDeutch","0"
"1160",779712082396577792,"Rep. Don Beyer","RepDonBeyer","0"
"1161",783996462363475968,"Rep. Evan Jenkins","RepEvanJenkins","0"
"1162",752957532621111296,"Sen. Lamar Alexander","SenAlexander","0"
"1163",783791775358091264,"Senator Bob Casey","SenBobCasey","0"
"1164",784071147356762112,"Brian Schatz","brianschatz","0"
"1165",752612086405095424,"Sheldon Whitehouse","SenWhitehouse","0"
"1166",765570317431570432,"Jim Langevin","JimLangevin","0"
"1167",760912341064097792,"Mike Enzi","SenatorEnzi","0"
"1168",761298420732686336,"Sen. Al Franken","SenFranken","0"
"1169",773291942201462784,"Bernie Sanders","SenSanders","0"
"1170",780836470085017600,"Elizabeth Esty","RepEsty","0"
"1171",770611037364072448,"Bernie Sanders","SenSanders","0"
"1172",771056528153509888,"Patrick Meehan","RepMeehan","0"
"1173",752637051170852864,"Senator Jeff Merkley","SenJeffMerkley","0"
"1174",768972984807751680,"Bernie Sanders","SenSanders","0"
"1175",769917978221613056,"Bernie Sanders","SenSanders","0"
"1176",766624414347718656,"Bernie Sanders","SenSanders","0"
"1177",769223570475982848,"Brian Schatz","brianschatz","0"
"1178",778259795967180800,"Sheldon Whitehouse","SenWhitehouse","0"
"1179",765942058414735360,"Rep. Keith Ellison","keithellison","0"
"1180",771037564627189760,"Suzanne Bonamici","RepBonamici","0"
"1181",771086459524612096,"Martin Heinrich","MartinHeinrich","0"
"1182",753314270050418688,"Senator Gary Peters","SenGaryPeters","0"
"1183",753682656718618624,"Sheldon Whitehouse","SenWhitehouse","1"
"1184",770746481540145152,"US Rep Brendan Boyle","RepBrendanBoyle","1"
"1185",777957752505270272,"Rep. Barbara Lee","RepBarbaraLee","1"
"1186",763408389103820800,"Elizabeth Warren","SenWarren","0"
"1187",783136283790979072,"Brian Schatz","brianschatz","0"
"1188",755793422405861376,"Elizabeth Warren","SenWarren","0"
"1189",752516665808678912,"Bernie Sanders","SenSanders","0"
"1190",756219102222483456,"Bernie Sanders","SenSanders","0"
"1191",755435072434610176,"Bernie Sanders","SenSanders","0"
"1192",752628892444332032,"Chuck Schumer","SenSchumer","0"
"1193",762693003827896320,"Dwight Evans","RepDwightEvans","0"
"1194",780577305068507136,"US Rep Kathy Castor","USRepKCastor","0"
"1195",782958149372375040,"Gina Raimondo","GinaRaimondo","0"
"1196",784173263853191168,"Pramila Jayapal","PramilaJayapal","0"
"1197",767502058182283264,"Senator Tim Kaine","timkaine","0"
"1198",774241606505496576,"Rep. Ted Deutch","RepTedDeutch","0"
"1199",752620621406896128,"Sen. Al Franken","SenFranken","0"
"1200",755876436838191104,"Governor Mark Dayton","GovMarkDayton","0"
"1201",763095619854630912,"Sheldon Whitehouse","SenWhitehouse","0"
"1202",780552886501707776,"Rep. Eric Swalwell","RepSwalwell","0"
"1203",753650563858870272,"Governor Kate Brown","OregonGovBrown","0"
"1204",7.76486591716e+17,"Sheldon Whitehouse","SenWhitehouse","0"
"1205",777994232703442944,"Rep. Ed Perlmutter","RepPerlmutter","0"
"1206",755128184069320704,"Senator Jack Reed","SenJackReed","0"
"1207",756893607525752832,"Brian Schatz","brianschatz","0"
"1208",763041786134659072,"Ed Markey","SenMarkey","0"
"1209",780436828616728576,"Rep. Don Beyer","RepDonBeyer","0"
"1210",784069539126468608,"Senator Chris Coons","ChrisCoons","0"
"1211",752613531439300608,"Sheldon Whitehouse","SenWhitehouse","0"
"1212",752857088263655424,"Ed Markey","SenMarkey","0"
"1213",753669413568647168,"Lamar Smith","LamarSmithTX21","0"
"1214",779031465732534272,"Lloyd Doggett","RepLloydDoggett","0"
"1215",781942067614351360,"Rep. Scott Peters","RepScottPeters","0"
"1216",768554490568081408,"Bernie Sanders","SenSanders","0"
"1217",773156809918058496,"Rep. Ted Deutch","RepTedDeutch","0"
"1218",762059679790931968,"Bernie Sanders","SenSanders","0"
"1219",781907713538220032,"Governor Kate Brown","OregonGovBrown","0"
"1220",784069786225573888,"Senator Chris Coons","ChrisCoons","0"
"1221",760214938312773632,"Senator Angus King","SenAngusKing","0"
"1222",768240406739968000,"Bernie Sanders","SenSanders","1"
"1223",776148242589442048,"Bill Foster","RepBillFoster","1"
"1224",780595119535820800,"Cory Booker","CoryBooker","1"
"1225",780625883262431232,"Rep. Keith Ellison","keithellison","1"
"1226",765233590028398592,"Bernie Sanders","SenSanders","1"
"1227",771354545561763840,"TeamMoulton","teammoulton","1"
"1228",761551605753839616,"Bernie Sanders","SenSanders","0"
"1229",761569871645794304,"Rep. Ted Deutch","RepTedDeutch","0"
"1230",763071104483287040,"Bernie Sanders","SenSanders","0"
"1231",781581063214755840,"Rep. Don Beyer","RepDonBeyer","0"
"1232",783795577343643648,"Chris Murphy","ChrisMurphyCT","0"
"1233",753183825681801216,"Brian Schatz","brianschatz","0"
"1234",769196283810775040,"Sen. Maggie Hassan","SenatorHassan","0"
"1235",778604407340621824,"Rep. Ted Lieu","RepTedLieu","0"
"1236",778290388914298880,"Bernie Sanders","SenSanders","0"
"1237",783134691645730816,"Brian Schatz","brianschatz","0"
"1238",752636771855429632,"Senator Jeff Merkley","SenJeffMerkley","0"
"1239",763508803056889856,"Senator Jeff Merkley","SenJeffMerkley","0"
"1240",774264225065799680,"Brian Schatz","brianschatz","0"
"1241",781957997425745920,"Jim Langevin","JimLangevin","0"
"1242",783371282100293632,"Brian Schatz","brianschatz","0"
"1243",752990963467948032,"Martin Heinrich","MartinHeinrich","1"
"1244",776086682823225344,"Rep. Ted Lieu","RepTedLieu","1"
"1245",752977899079229440,"Sheldon Whitehouse","SenWhitehouse","1"
"1246",753298660889362432,"Sheldon Whitehouse","SenWhitehouse","1"
"1247",771448425258835968,"Jim Inhofe","JimInhofe","1"
"1248",752999205090754560,"Sheldon Whitehouse","SenWhitehouse","1"
"1249",761982666451279872,"Rep. Keith Ellison","keithellison","0"
"1250",768798330369474560,"Bernie Sanders","SenSanders","0"
"1251",780581314839867392,"Cory Booker","CoryBooker","0"
"1252",783332238515732480,"Rep. Diana DeGette","RepDianaDeGette","0"
"1253",753002313787342848,"Sheldon Whitehouse","SenWhitehouse","0"
"1254",765620712094720000,"Bernie Sanders","SenSanders","0"
"1255",776932933756157952,"Bernie Sanders","SenSanders","0"
"1256",777944110980300800,"Bill Foster","RepBillFoster","0"
"1257",781173678537072640,"Ed Markey","SenMarkey","0"
"1258",770439767515246592,"Brian Schatz","brianschatz","0"
"1259",752575490746122240,"Rep. Ted Lieu","RepTedLieu","0"
"1260",767079396729614336,"Senator Gary Peters","SenGaryPeters","0"
"1261",776122611478790144,"Bernie Sanders","SenSanders","1"
"1262",778364730239049728,"Mark DeSaulnier","RepDeSaulnier","1"
"1263",779834345284571136,"Rep. Frank Pallone","FrankPallone","1"
"1264",757226977891905536,"Bernie Sanders","SenSanders","0"
"1265",752992471722913792,"Sheldon Whitehouse","SenWhitehouse","0"
"1266",768490833041432576,"Chris Van Hollen","ChrisVanHollen","0"
"1267",780499543519596544,"Ruben Gallego","RepRubenGallego","0"
"1268",780577356830343168,"US Rep Kathy Castor","USRepKCastor","0"
"1269",782589353801515008,"Rep. John Delaney","RepJohnDelaney","0"
"1270",755791623754133504,"Elizabeth Warren","SenWarren","0"
"1271",770687055156219904,"Pramila Jayapal","PramilaJayapal","0"
"1272",782958820175843328,"Gina Raimondo","GinaRaimondo","0"
"1273",776457115821019136,"US Rep Kathy Castor","USRepKCastor","0"
"1274",784053186793537536,"Paul Tonko","RepPaulTonko","0"
"1275",752977994344431616,"Sheldon Whitehouse","SenWhitehouse","0"
"1276",753001849381355520,"Sen. Al Franken","SenFranken","0"
"1277",776118620510445568,"US Rep E.B.Johnson","RepEBJ","0"
"1278",771698943373799424,"Bernie Sanders","SenSanders","0"
"1279",775870811827740672,"Rep. Frank Pallone","FrankPallone","0"
"1280",776413279866454016,"Bernie Sanders","SenSanders","0"
"1281",780735400474243072,"Brian Schatz","brianschatz","0"
"1282",752638560759578624,"Sheldon Whitehouse","SenWhitehouse","0"
"1283",756494644641427456,"Mike Quigley","RepMikeQuigley","0"
"1284",760213277611790336,"Bill Keating","USRepKeating","0"
"1285",761321767709409280,"Elizabeth Warren","SenWarren","0"
"1286",767767066304770048,"Paul Tonko","RepPaulTonko","0"
"1287",783795856554205184,"Judy Chu","RepJudyChu","0"
"1288",806623633305194496,"Chellie Pingree","chelliepingree","0"
"1289",816670747347259392,"Brian Schatz","brianschatz","0"
"1290",788055232181735424,"Brian Schatz","brianschatz","0"
"1291",806615066510577664,"Dave Loebsack","daveloebsack","0"
"1292",806655240271339520,"Senator Patty Murray","PattyMurray","0"
"1293",814561742688808960,"Mike Quigley","RepMikeQuigley","0"
"1294",819333425790328832,"Tom Udall","SenatorTomUdall","0"
"1295",785306665541263360,"Brian Schatz","brianschatz","0"
"1296",793109406561042432,"D. Wasserman Schultz","RepDWStweets","0"
"1297",806647300474945536,"Ed Markey","SenMarkey","0"
"1298",809047243118542848,"Senator Patty Murray","PattyMurray","0"
"1299",799399930553110528,"Rep. Scott Peters","RepScottPeters","0"
"1300",804731520569249792,"Paul Tonko","RepPaulTonko","0"
"1301",805931315686150144,"Sheldon Whitehouse","SenWhitehouse","0"
"1302",790450029462900736,"Brian Schatz","brianschatz","0"
"1303",798596663702978560,"Rep. Frank Pallone","FrankPallone","0"
"1304",818546044468396032,"Sheldon Whitehouse","SenWhitehouse","0"
"1305",785626704895021056,"Brian Schatz","brianschatz","0"
"1306",787330473622134784,"Sen. Maggie Hassan","SenatorHassan","0"
"1307",799393437254492160,"Mark DeSaulnier","RepDeSaulnier","0"
"1308",814709003267624960,"Brian Schatz","brianschatz","0"
"1309",799380180611559424,"Rep. Nydia Velazquez","NydiaVelazquez","0"
"1310",806943501481078784,"Sheldon Whitehouse","SenWhitehouse","0"
"1311",808783662523314176,"Rep. Ted Lieu","RepTedLieu","0"
"1312",809156207416053760,"Senator Gary Peters","SenGaryPeters","0"
"1313",786322495330738176,"Martin Heinrich","MartinHeinrich","0"
"1314",788514528959102976,"Dana Rohrabacher","DanaRohrabacher","0"
"1315",806579014106312704,"Rep. Don Beyer","RepDonBeyer","0"
"1316",806921542089084928,"Rep. Diana DeGette","RepDianaDeGette","0"
"1317",786570925722525696,"Sen. Patrick Leahy","SenatorLeahy","0"
"1318",795704924642439168,"Paul Tonko","RepPaulTonko","0"
"1319",799314667264937984,"Bernie Sanders","SenSanders","0"
"1320",808695988798058496,"Senator Tim Kaine","timkaine","0"
"1321",809085099232862208,"Sen. Maggie Hassan","SenatorHassan","0"
"1322",791732757965615104,"ChuckGrassley","ChuckGrassley","0"
"1323",801182250394120192,"Sheldon Whitehouse","SenWhitehouse","0"
"1324",804081105376858112,"Sheldon Whitehouse","SenWhitehouse","0"
"1325",806620583547039744,"Bill Foster","RepBillFoster","0"
"1326",809089533207777280,"Steny Hoyer","WhipHoyer","0"
"1327",799711942319292416,"Governor Kate Brown","OregonGovBrown","0"
"1328",800792704992980992,"Sheldon Whitehouse","SenWhitehouse","0"
"1329",808770447479291904,"Rep. Don Beyer","RepDonBeyer","0"
"1330",803043270620282880,"Rep. Ted Deutch","RepTedDeutch","0"
"1331",808802928450555904,"Dave Loebsack","daveloebsack","0"
"1332",816385966030094336,"Rep. Jared Huffman","RepHuffman","0"
"1333",818196459166330880,"Senator Bob Casey","SenBobCasey","0"
"1334",790638989560705024,"Sen. Lamar Alexander","SenAlexander","0"
"1335",791817230057078784,"Senator Jeff Merkley","SenJeffMerkley","0"
"1336",799651811426791424,"Jim Langevin","JimLangevin","0"
"1337",806663582767267840,"Sheldon Whitehouse","SenWhitehouse","0"
"1338",806935837904498688,"Sheldon Whitehouse","SenWhitehouse","0"
"1339",818538992887066624,"Rep. Don Beyer","RepDonBeyer","0"
"1340",819642163319414784,"Senator Jeff Merkley","SenJeffMerkley","0"
"1341",820046035426938880,"Sheldon Whitehouse","SenWhitehouse","0"
"1342",794626773619212288,"Mike Enzi","SenatorEnzi","0"
"1343",801128761278070784,"Brian Schatz","brianschatz","0"
"1344",788792343323258880,"Brian Schatz","brianschatz","0"
"1345",808698867361443840,"Martin Heinrich","MartinHeinrich","0"
"1346",799721206777872384,"Jim Langevin","JimLangevin","0"
"1347",815379521490812928,"Bernie Sanders","SenSanders","0"
"1348",787055886330200064,"Bernie Sanders","SenSanders","0"
"1349",787659052687949824,"Senator Chris Coons","ChrisCoons","0"
"1350",794268488634400768,"Rep. Don Beyer","RepDonBeyer","0"
"1351",803017338522103808,"Chris Van Hollen","ChrisVanHollen","0"
"1352",804718019473612800,"Adam Schiff","RepAdamSchiff","0"
"1353",809059160629346304,"Ed Markey","SenMarkey","0"
"1354",809084633489043456,"Martin Heinrich","MartinHeinrich","0"
"1355",809525231626973184,"Rep. Barbara Lee","RepBarbaraLee","0"
"1356",792409160956674048,"Bernie Sanders","SenSanders","0"
"1357",793572575137837056,"Rep. Scott Peters","RepScottPeters","0"
"1358",802615712804118528,"Bernie Sanders","SenSanders","0"
"1359",804458331171647488,"Rep. Ted Deutch","RepTedDeutch","0"
"1360",808688660988174336,"Rep. Barbara Lee","RepBarbaraLee","0"
"1361",788428257586733056,"Paul Tonko","RepPaulTonko","0"
"1362",800829373523890176,"Sheldon Whitehouse","SenWhitehouse","0"
"1363",807305064167587840,"Senator Tom Carper","SenatorCarper","0"
"1364",808342612553961472,"Ed Markey","SenMarkey","0"
"1365",809803219648004096,"Martin Heinrich","MartinHeinrich","0"
"1366",817064304172269568,"Sen. Jeanne Shaheen","SenatorShaheen","0"
"1367",800539166429745152,"Brian Schatz","brianschatz","0"
"1368",806670088942272512,"Sheldon Whitehouse","SenWhitehouse","0"
"1369",808716597028409344,"Ileana Ros-Lehtinen","RosLehtinen","0"
"1370",810139499552473088,"Bernie Sanders","SenSanders","0"
"1371",819295216368840704,"Sheldon Whitehouse","SenWhitehouse","0"
"1372",785625239111598080,"Dina Titus","repdinatitus","0"
"1373",789563700139155456,"Mike Doyle","USRepMikeDoyle","0"
"1374",806619639556046848,"Senator Ben Cardin","SenatorCardin","0"
"1375",806622120130318336,"Adam Schiff","RepAdamSchiff","0"
"1376",807727800622915584,"Rep. Frank Pallone","FrankPallone","0"
"1377",808001368871075840,"Steny Hoyer","WhipHoyer","0"
"1378",808337416536854528,"Bernie Sanders","SenSanders","0"
"1379",819012551015038976,"Chellie Pingree","chelliepingree","0"
"1380",788616048685748224,"Dana Rohrabacher","DanaRohrabacher","0"
"1381",806668719845949440,"Senator Tom Carper","SenatorCarper","1"
"1382",815911184763387904,"Brian Schatz","brianschatz","1"
"1383",818195229878657024,"Senator Bob Casey","SenBobCasey","1"
"1384",793900271613149184,"Charlie Baker","MassGovernor","0"
"1385",804436557625225216,"Suzanne Bonamici","RepBonamici","0"
"1386",807305911060598784,"Chuck Schumer","SenSchumer","0"
"1387",794279079302332416,"Senator Angus King","SenAngusKing","0"
"1388",800494185816072192,"Bernie Sanders","SenSanders","0"
"1389",806261804242452480,"Senator Tom Carper","SenatorCarper","0"
"1390",819994436499292160,"Sheldon Whitehouse","SenWhitehouse","0"
"1391",804446494539456512,"Elizabeth Esty","RepEsty","0"
"1392",806589286690803712,"Rep. Ted Lieu","RepTedLieu","0"
"1393",801128746568663040,"Brian Schatz","brianschatz","0"
"1394",816435729240702976,"Rep. Scott Peters","RepScottPeters","0"
"1395",788036260778614784,"Dwight Evans","RepDwightEvans","0"
"1396",794558211089166336,"Sen. Jeanne Shaheen","SenatorShaheen","0"
"1397",798292229982797824,"Dina Titus","repdinatitus","0"
"1398",799718774211391488,"Brian Schatz","brianschatz","0"
"1399",801462882865008640,"Bernie Sanders","SenSanders","0"
"1400",805948866247921664,"Sheldon Whitehouse","SenWhitehouse","0"
"1401",812322481365254144,"Chuck Schumer","SenSchumer","0"
"1402",819300024068751360,"Sheldon Whitehouse","SenWhitehouse","0"
"1403",790558948998909952,"Senator Bob Casey","SenBobCasey","0"
"1404",794273898640637952,"Sheldon Whitehouse","SenWhitehouse","0"
"1405",794627728725184512,"Martin Heinrich","MartinHeinrich","0"
"1406",806697741304926208,"Dwight Evans","RepDwightEvans","0"
"1407",808676528372535296,"Adam Schiff","RepAdamSchiff","0"
"1408",797927275601727488,"Bernie Sanders","SenSanders","0"
"1409",819160441167499264,"Ed Markey","SenMarkey","0"
"1410",819637943224692736,"Elizabeth Warren","SenWarren","0"
"1411",790621852116877312,"Senator Bob Menendez","SenatorMenendez","0"
"1412",798551926518452224,"Governor Tom Wolf","GovernorTomWolf","0"
"1413",808325822444695552,"Cory Booker","CoryBooker","0"
"1414",815960354949910528,"Rep. Ted Deutch","RepTedDeutch","0"
"1415",816415796717121536,"Sheldon Whitehouse","SenWhitehouse","0"
"1416",793139362091376640,"Senator Bob Casey","SenBobCasey","0"
"1417",790667213455945728,"Sheldon Whitehouse","SenWhitehouse","0"
"1418",798914415391346688,"Marsha Blackburn","MarshaBlackburn","0"
"1419",800837197406552064,"Ed Markey","SenMarkey","0"
"1420",808367487620448256,"Sheldon Whitehouse","SenWhitehouse","0"
"1421",811344433245515776,"Bernie Sanders","SenSanders","0"
"1422",788084303028637696,"Brian Schatz","brianschatz","0"
"1423",794621934306816000,"Suzanne Bonamici","RepBonamici","0"
"1424",801128195399372800,"Brian Schatz","brianschatz","0"
"1425",803381560368132096,"Martin Heinrich","MartinHeinrich","0"
"1426",804053684707557376,"Paul Tonko","RepPaulTonko","0"
"1427",804452037714788352,"Rep. Ted Deutch","RepTedDeutch","0"
"1428",804454772908625920,"Martin Heinrich","MartinHeinrich","0"
"1429",796209691198156800,"Steve Cohen","RepCohen","0"
"1430",804773256280608768,"Rep. Barbara Lee","RepBarbaraLee","0"
"1431",813792063896616960,"Bernie Sanders","SenSanders","0"
"1432",787676985359147008,"Senator Ben Cardin","SenatorCardin","0"
"1433",804458337408524288,"Rep. Ted Lieu","RepTedLieu","0"
"1434",806611245596102656,"Rep. Barbara Lee","RepBarbaraLee","0"
"1435",806611429520527360,"Rep. Barbara Lee","RepBarbaraLee","0"
"1436",813111862392803328,"Pramila Jayapal","PramilaJayapal","0"
"1437",817353723676594176,"Rep. Ted Deutch","RepTedDeutch","0"
"1438",789191354098122752,"Rep. Don Beyer","RepDonBeyer","0"
"1439",794209514656595968,"Rep. Don Beyer","RepDonBeyer","0"
"1440",799332511260217344,"Senator Bob Casey","SenBobCasey","0"
"1441",794243164467036160,"Paul Tonko","RepPaulTonko","0"
"1442",797872417557258240,"Bernie Sanders","SenSanders","0"
"1443",799291912003928064,"Sen. Heidi Heitkamp","SenatorHeitkamp","0"
"1444",801128782002196480,"Brian Schatz","brianschatz","0"
"1445",811426204570058752,"Senator Bob Casey","SenBobCasey","0"
"1446",812367605168279552,"Elizabeth Esty","RepEsty","0"
"1447",817068150562885632,"Senator Jeff Merkley","SenJeffMerkley","0"
"1448",798978969693351936,"Senator Tom Carper","SenatorCarper","0"
"1449",806208085882798080,"Jim Langevin","JimLangevin","0"
"1450",804754510639988736,"Martin Heinrich","MartinHeinrich","0"
"1451",806151105864470528,"Brian Schatz","brianschatz","0"
"1452",809046888234254336,"Senator Patty Murray","PattyMurray","0"
"1453",809853355761627136,"Rep. Scott Peters","RepScottPeters","0"
"1454",788042013912408064,"Brian Schatz","brianschatz","0"
"1455",799000416516263936,"Paul Tonko","RepPaulTonko","0"
"1456",806501305971834880,"Steve Cohen","RepCohen","0"
"1457",818195826845564928,"Senator Bob Casey","SenBobCasey","0"
"1458",788042479543066624,"Brian Schatz","brianschatz","0"
"1459",792757967477104640,"Rep. Don Beyer","RepDonBeyer","0"
"1460",800811391821221888,"Senator Bob Casey","SenBobCasey","0"
"1461",804451690187341824,"Rep. Ted Deutch","RepTedDeutch","0"
"1462",804453140581842944,"US Rep E.B.Johnson","RepEBJ","0"
"1463",809512611721134080,"Bernie Sanders","SenSanders","0"
"1464",809825505557954560,"Senator Dick Durbin","SenatorDurbin","0"
"1465",809833223412776960,"Bernie Sanders","SenSanders","0"
"1466",814535206686380032,"Rep. Don Beyer","RepDonBeyer","0"
"1467",791352753847201792,"Rep. Susan Davis","RepSusanDavis","0"
"1468",800842983251681280,"Rep. Scott Peters","RepScottPeters","0"
"1469",806756362650648576,"Pramila Jayapal","PramilaJayapal","0"
"1470",814565909163429888,"Bernie Sanders","SenSanders","0"
"1471",816674157668737024,"Steve Cohen","RepCohen","0"
"1472",818873544251703296,"Bernie Sanders","SenSanders","0"
"1473",785879269566189568,"Paul Tonko","RepPaulTonko","0"
"1474",794279931517816832,"Martin Heinrich","MartinHeinrich","0"
"1475",799318647768576000,"Rep. Joe Courtney","RepJoeCourtney","0"
"1476",806874804892659712,"Sheldon Whitehouse","SenWhitehouse","0"
"1477",788906774266994688,"Brian Schatz","brianschatz","0"
"1478",805491778182905856,"Mike Quigley","RepMikeQuigley","0"
"1479",806264896597983232,"Mike Quigley","RepMikeQuigley","0"
"1480",793491578153205760,"Paul Tonko","RepPaulTonko","0"
"1481",808795397565140992,"Rep. Scott Peters","RepScottPeters","0"
"1482",812296673120686080,"Sheldon Whitehouse","SenWhitehouse","0"
"1483",794243292774940672,"Paul Tonko","RepPaulTonko","0"
"1484",804739263317340160,"Rep. Don Beyer","RepDonBeyer","0"
"1485",798539637069377536,"Martin Heinrich","MartinHeinrich","0"
"1486",809085368062640128,"Dina Titus","repdinatitus","0"
"1487",818196049860919296,"Senator Bob Casey","SenBobCasey","0"
"1488",819664297546706944,"Senator Jeff Merkley","SenJeffMerkley","0"
"1489",824652625287217152,"Paul Tonko","RepPaulTonko","0"
"1490",825102334250278912,"Bernie Sanders","SenSanders","0"
"1491",829011342371676160,"David Cicilline","RepCicilline","0"
"1492",834072043930927104,"Sen. Maggie Hassan","SenatorHassan","0"
"1493",834135599292497920,"Senator Tom Carper","SenatorCarper","0"
"1494",834842326677741568,"Rep. Barbara Lee","RepBarbaraLee","0"
"1495",839909005271105536,"Senator Dick Durbin","SenatorDurbin","0"
"1496",824103165347905536,"Joaquin Castro","JoaquinCastrotx","0"
"1497",824647981957873664,"Elizabeth Esty","RepEsty","0"
"1498",829384848993304576,"Sheldon Whitehouse","SenWhitehouse","0"
"1499",833806777732980736,"Rep. Terri A. Sewell","RepTerriSewell","0"
"1500",837406899465252864,"Sen. Maggie Hassan","SenatorHassan","0"
"1501",839891562679177216,"Sheldon Whitehouse","SenWhitehouse","0"
"1502",841144384980684800,"Jared Polis","jaredpolis","0"
"1503",843162315784699904,"Rep. Carlos Curbelo","RepCurbelo","0"
"1504",821792905719414784,"Ed Markey","SenMarkey","0"
"1505",823931730457460736,"Blaine Luetkemeyer","RepBlainePress","0"
"1506",824314146145632256,"Jim Cooper","repjimcooper","0"
"1507",839871218991910912,"Sen. Patrick Leahy","SenatorLeahy","0"
"1508",840295168729370624,"Ileana Ros-Lehtinen","RosLehtinen","0"
"1509",840595256383016960,"Congressmember Bass","RepKarenBass","0"
"1510",822117094640717824,"Ed Markey","SenMarkey","0"
"1511",824357821487652864,"Mark Takano","RepMarkTakano","0"
"1512",832378023840190464,"Senator Tom Carper","SenatorCarper","0"
"1513",839892069372035072,"Sheldon Whitehouse","SenWhitehouse","0"
"1514",821845628804157440,"Ed Markey","SenMarkey","0"
"1515",824664715188133888,"Jim Langevin","JimLangevin","0"
"1516",824734641387081728,"Sheldon Whitehouse","SenWhitehouse","0"
"1517",826827692607684608,"Senator Ben Cardin","SenatorCardin","0"
"1518",828999691333488640,"Suzanne Bonamici","RepBonamici","0"
"1519",829001027634470912,"Denny Heck","RepDennyHeck","1"
"1520",829013606293401600,"David Cicilline","RepCicilline","1"
"1521",831900704386215936,"Mike Quigley","RepMikeQuigley","1"
"1522",833346058482774016,"Bernie Sanders","SenSanders","0"
"1523",836053611809505280,"Bernie Sanders","SenSanders","0"
"1524",821792033866182656,"Chuck Schumer","SenSchumer","0"
"1525",823936716268589056,"Sen. Patrick Leahy","SenatorLeahy","0"
"1526",824664284189843456,"Senator Chris Coons","ChrisCoons","0"
"1527",825052098010152960,"Chuck Schumer","SenSchumer","0"
